196	13,6923077
196	13,6923077
196	13,6923077
197	-5,3076923
197	-9,3076923
197	24,6923077
197	-18,3076923
198	-2,3076923
198	-17,3076923
198	-13,3076923
199	5,6923077
199	0,6923077
199	-6,3076923
199	-9,3076923
200	18,6923077
200	6,6923077
200	12,6923077
200	-16,3076923
201	-10,3076923
201	-12,3076923
201	10,6923077
201	8,6923077
202	4,6923077
202	-15,3076923
202	-51,3076923
203	-0,3076923
203	7,6923077
203	19,6923077
203	8,6923077
204	7,6923077
204	3,6923077
204	-10,3076923
204	-20,3076923
205	3,6923077
205	-0,3076923
205	-26,3076923
205	16,6923077
206	3,6923077
206	10,6923077
206	16,6923077
207	-13,3076923
207	-10,3076923
207	5,6923077
207	-6,3076923
208	-4,3076923
208	-3,3076923
208	-15,3076923
208	-5,3076923
209	-20,3076923
209	-32,3076923
209	16,6923077
209	9,6923077
210	0,6923077
210	15,6923077
210	6,6923077
211	-23,3076923
211	-17,3076923
211	-17,3076923
211	-5,3076923
212	-17,3076923
212	-9,3076923
212	16,6923077
212	-20,3076923
213	-13,3076923
213	-29,3076923
213	-6,3076923
213	-11,3076923
214	1,6923077
214	-11,3076923
214	-4,3076923
215	-4,3076923
215	-18,3076923
215	-10,3076923
215	-17,3076923
216	10,6923077
216	-24,3076923
216	23,6923077
216	-0,3076923
217	-11,3076923
217	-12,3076923
217	11,6923077
217	1,6923077
218	-20,3076923
218	-11,3076923
218	-14,3076923
219	0,6923077
219	-27,3076923
219	6,6923077
219	5,6923077
220	-23,3076923
220	6,6923077
220	-11,3076923
220	-0,3076923
221	-21,3076923
221	-22,3076923
221	6,6923077
221	-1,3076923
222	-24,3076923
222	1,6923077
222	6,6923077
223	27,6923077
223	-40,3076923
223	-9,3076923
223	-46,3076923
224	12,6923077
224	-20,3076923
224	-24,3076923
224	-7,3076923
225	-3,3076923
225	-15,3076923
225	1,6923077
225	18,6923077
226	-7,3076923
226	-15,3076923
226	5,6923077
227	-0,3076923
227	-1,3076923
227	3,6923077
227	5,6923077
228	-14,3076923
228	-21,3076923
228	3,6923077
228	22,6923077
229	9,6923077
229	-22,3076923
229	-9,3076923
229	0,6923077
230	5,6923077
230	-26,3076923
230	-18,3076923
231	-10,3076923
231	-10,3076923
231	-38,3076923
231	16,6923077
232	12,6923077
232	-1,3076923
232	-6,3076923
232	0,6923077
233	-23,3076923
233	-2,3076923
233	0,6923077
233	-6,3076923
234	-21,3076923
234	-1,3076923
234	-21,3076923
235	5,6923077
235	8,6923077
235	-7,3076923
235	4,6923077
236	12,6923077
236	1,6923077
236	-13,3076923
236	-8,3076923
237	-0,3076923
237	-7,3076923
237	10,6923077
237	9,6923077
238	33,6923077
238	-18,3076923
238	-1,3076923
239	-2,3076923
239	-15,3076923
239	-2,3076923
239	-8,3076923
240	5,6923077
240	6,6923077
240	-10,3076923
240	11,6923077
241	2,6923077
241	-4,3076923
241	9,6923077
241	15,6923077
242	-15,3076923
242	-29,3076923
242	-4,3076923
243	3,6923077
243	-7,3076923
243	-22,3076923
243	-13,3076923
244	-23,3076923
244	-11,3076923
244	-0,3076923
244	-0,3076923
245	21,6923077
245	15,6923077
245	-8,3076923
245	-7,3076923
246	-25,3076923
246	4,6923077
246	-21,3076923
247	-9,3076923
247	-12,3076923
247	11,6923077
247	20,6923077
248	6,6923077
248	-8,3076923
248	1,6923077
248	17,6923077
249	13,6923077
249	-20,3076923
249	-9,3076923
249	-0,3076923
250	5,6923077
250	18,6923077
250	-7,3076923
251	-5,3076923
251	2,6923077
251	9,6923077
251	-40,3076923
252	-15,3076923
252	16,6923077
252	20,6923077
252	-8,3076923
253	-7,3076923
253	-14,3076923
253	-13,3076923
253	9,6923077
254	-4,3076923
254	4,6923077
254	-0,3076923
254	10,6923077
255	-25,3076923
255	-24,3076923
255	-1,3076923
256	-20,3076923
256	-41,3076923
256	-4,3076923
256	13,6923077
257	1,6923077
257	-6,3076923
257	4,6923077
257	1,6923077
258	28,6923077
258	-16,3076923
258	-1,3076923
258	0,6923077
259	-6,3076923
259	3,6923077
259	4,6923077
260	-8,3076923
260	-38,3076923
260	-9,3076923
260	-19,3076923
261	2,6923077
261	14,6923077
261	-1,3076923
261	-9,3076923
262	0,6923077
262	13,6923077
262	-15,3076923
262	-20,3076923
263	42,6923077
263	-12,3076923
263	-4,3076923
264	-9,3076923
264	3,6923077
264	11,6923077
264	6,6923077
265	-8,3076923
265	-5,3076923
265	-12,3076923
265	0,6923077
266	-1,3076923
266	-7,3076923
266	-9,3076923
266	-22,3076923
267	28,6923077
267	0,6923077
267	8,6923077
268	16,6923077
268	12,6923077
268	6,6923077
268	35,6923077
269	11,6923077
269	7,6923077
269	-9,3076923
269	-8,3076923
270	-9,3076923
270	-9,3076923
270	-6,3076923
270	12,6923077
271	8,6923077
271	5,6923077
271	25,6923077
271	-8,3076923
272	-1,3076923
272	-1,3076923
272	-2,3076923
273	-8,3076923
273	10,6923077
273	10,6923077
273	-0,3076923
274	22,6923077
274	-9,3076923
274	7,6923077
274	-9,3076923
275	31,6923077
275	1,6923077
275	-13,3076923
275	1,6923077
276	23,6923077
276	12,6923077
276	2,6923077
277	16,6923077
277	37,6923077
277	19,6923077
277	-13,3076923
278	-4,3076923
278	18,6923077
278	-3,3076923
278	-0,3076923
279	11,6923077
279	-9,3076923
279	9,6923077
279	-1,3076923
280	-9,3076923
280	0,6923077
280	-5,3076923
280	-15,3076923
281	-12,3076923
281	29,6923077
281	10,6923077
282	-19,3076923
282	24,6923077
282	6,6923077
282	2,6923077
283	3,6923077
283	-4,3076923
283	-1,3076923
283	5,6923077
284	7,6923077
284	-1,3076923
284	-17,3076923
284	14,6923077
285	-8,3076923
285	-8,3076923
285	-2,3076923
286	28,6923077
286	9,6923077
286	-7,3076923
286	6,6923077
287	17,6923077
287	6,6923077
287	-7,3076923
287	10,6923077
288	-16,3076923
288	2,6923077
288	15,6923077
288	6,6923077
289	7,6923077
289	-15,3076923
